"GpoName","GpoPath","ActiveDirectoryRights","InheritanceType","ObjectType","InheritedObjectType","ObjectFlags","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags","SID","RID","IsBuiltIn","PrincipalType","DomainFqdn","DomainName"
"ER6-File Print Sharing","cn={5C8719EA-9EA5-4CC8-B484-E5A984C888D4},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-File Print Sharing","cn={5C8719EA-9EA5-4CC8-B484-E5A984C888D4},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","ContainerInherit","None","S-1-5-18","18","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-File Print Sharing","cn={5C8719EA-9EA5-4CC8-B484-E5A984C888D4},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Domain Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-512","512","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-File Print Sharing","cn={5C8719EA-9EA5-4CC8-B484-E5A984C888D4},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Enterprise Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-519","519","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-File Print Sharing","cn={5C8719EA-9EA5-4CC8-B484-E5A984C888D4},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\devadmin","False","None","None","S-1-5-21-2208274047-3363624789-3501831435-1000","1000","False","user","decryptmalfoy.net","decryptmalfoy"
"ER6-File Print Sharing","cn={5C8719EA-9EA5-4CC8-B484-E5A984C888D4},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","ExtendedRight","All","edacfd8f-ffb3-11d1-b41d-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Descendents","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CREATOR OWNER","False","ContainerInherit","InheritOnly","S-1-3-0","0","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","ContainerInherit","None","S-1-5-9","9","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","ContainerInherit","None","S-1-5-18","18","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Domain Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-512","512","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Enterprise Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-519","519","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\devadmin","False","None","None","S-1-5-21-2208274047-3363624789-3501831435-1000","1000","False","user","decryptmalfoy.net","decryptmalfoy"
"ER6-GP2","cn={936BF9B2-501A-4D77-9444-A41A3C685212},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","ExtendedRight","All","edacfd8f-ffb3-11d1-b41d-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Descendents","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CREATOR OWNER","False","ContainerInherit","InheritOnly","S-1-3-0","0","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","ContainerInherit","None","S-1-5-9","9","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","ContainerInherit","None","S-1-5-18","18","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Domain Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-512","512","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Enterprise Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-519","519","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\devadmin","False","None","None","S-1-5-21-2208274047-3363624789-3501831435-1000","1000","False","user","decryptmalfoy.net","decryptmalfoy"
"ER6-GP4","cn={C60F7AC0-418E-40C3-9F00-A83542713B99},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","ExtendedRight","All","edacfd8f-ffb3-11d1-b41d-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Descendents","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CREATOR OWNER","False","ContainerInherit","InheritOnly","S-1-3-0","0","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","ContainerInherit","None","S-1-5-9","9","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","ContainerInherit","None","S-1-5-18","18","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Domain Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-512","512","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Enterprise Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-519","519","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\devadmin","False","None","None","S-1-5-21-2208274047-3363624789-3501831435-1000","1000","False","user","decryptmalfoy.net","decryptmalfoy"
"ER6-GP1","cn={D0EECA67-B201-4A48-B271-F1E507FDAE08},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","ExtendedRight","All","edacfd8f-ffb3-11d1-b41d-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Descendents","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CREATOR OWNER","False","ContainerInherit","InheritOnly","S-1-3-0","0","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","ContainerInherit","None","S-1-5-9","9","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","ContainerInherit","None","S-1-5-18","18","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Domain Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-512","512","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Enterprise Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-519","519","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\devadmin","False","None","None","S-1-5-21-2208274047-3363624789-3501831435-1000","1000","False","user","decryptmalfoy.net","decryptmalfoy"
"ER6-GP5","cn={E2CE6B09-5497-4520-9A68-8280A1092428},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","ExtendedRight","All","edacfd8f-ffb3-11d1-b41d-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","Descendents","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CREATOR OWNER","False","ContainerInherit","InheritOnly","S-1-3-0","0","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","ContainerInherit","None","S-1-5-9","9","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","GenericRead","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","ContainerInherit","None","S-1-5-18","18","True","Local BuiltIn","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Domain Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-512","512","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\Enterprise Admins","False","ContainerInherit","None","S-1-5-21-2208274047-3363624789-3501831435-519","519","True","group","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","CreateChild, DeleteChild, Self, WriteProperty, DeleteTree, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","DECRYPTMALFOY\devadmin","False","None","None","S-1-5-21-2208274047-3363624789-3501831435-1000","1000","False","user","decryptmalfoy.net","decryptmalfoy"
"ER6-GP3","cn={F456B9B5-872A-44AC-A2BA-C4051FF7657D},cn=policies,cn=system,DC=DECRYPTMALFOY,DC=NET","ExtendedRight","All","edacfd8f-ffb3-11d1-b41d-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\Authenticated Users","False","ContainerInherit","None","S-1-5-11","11","True","foreignSecurityPrincipal","decryptmalfoy.net","decryptmalfoy"
